index,company,job_title,link,location,salary,descript,deep learning,machine learning,ai,artificial intelligence,ml,data science,cost analysis,prediction,code,coding,data architecture,programming,statistics,mathematic,communication,critical thinking,visualization,master,professional,bachelor,business decisions,operationalizing,infrastructure,prototype,workflows,modeling,statistical,cloud,jupyter,rstudio,pycharm,atom,matlab,visual studio,spyder,vim,notepad,sublime,google colab,google,google cloud,notebook,ai platform,datalab,binder,ibm watson,ibm watson studio,ocean,python,r,sql,c,c++,java,javascript,typescript,bash,ggplot,matplotlib,plotly,d3,shiny,seaborn,geoplotlib,leaflet,cpu,gpu,tpu,linear,logistic,regression,forest,gradient,bayesian,neural networks,neural,dense,convolutional,transformer,augmentation,automated,feature engineering,selection,architecture,,pipelines,image,video,pil,cv2,skimage,u-net,mask r-cnn,image segmentation,object detection  ,yolov3,retinanet,image classification,vgg,inception,resnet,gan,vae,computer vision,generative networks,word embeddings,vectors,glove,fasttext,word2ve,encoder,decorder seq2seq,vanilla,contextualized embeddings,elmo,cove,gpt-2,bert,xlnet,scikit-learn,tensorflow,keras,randomforest,xgboost,pyTorch,caret,lightgbm,spark mlib,fast.ai,amazon,azure,salesforce,alibaba,aws
218,MonetizeMore,Remote Solutions Engineer,"https://www.ziprecruiter.com/c/MonetizeMore/Job/Remote-Solutions-Engineer/-in-Toronto,ON?ojob=d34a9ec529ecac467ed394b01b38e278","Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Trindent Consulting,Senior Consultant,"https://www.ziprecruiter.com/c/Trindent-Consulting/Job/Senior-Consultant/-in-Toronto,ON?ojob=7985262712f2053bda3cda231498da1e","Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,G-Research,Security Architect,https://www.ziprecruiter.com/eclk/4YAkTxekO5S_PhjI-hO0jgFutCYDXgsOnsgbvzMOMOZbA651CDj1NBk-o_vPwtls-B6dJ6VjckrxaG0SWBkuw5Da9fRcu0jfT620IrXP6bAWpjN7Kaza_wVmTo670ljyEyf-HgL2akpQyape4DC8ro8YVlKfXecCEInBN1kQ2DrLMHrZ4NLeU8eTSL7DZvK4PJS9E12R0HS4ASpWNCW0nojlRxK9hwxySF3SZkULD6c50LYV9z7GKzfhXO-IJybP8HfvSFGKNE_Yt9Vv33Vzq1xp1e3lLcbmqC3RTU-h5fAhlFC4zMrE0HSpyBc-CAGqp4rxByTSAsI2tOafZgVHSMUbukhrLZrHsKj_Ia7hFCzbOXzoiQxJY2-YvU4P0OS5xW99hx8crDuNToq-gqSQfLXicn0G8bHDKDvdFKYH3WH5jZt7nq_9ek3eqHet7LQLy2a6V2mOr0FELjznrLW-Ft1JdIinel7VDnDQRZoH568=.50a3bc557f0135ada4792ab01b17730b,"Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,"Rothmans, Benson & Hedges",Key Accounts Manager,https://www.ziprecruiter.com/eclk/5HLdCFEMxVrtTPpnHld0KJM3NP3EBnMQ5S16VVW_VTtHRjKvYE2FlWe69Nu481SfOjcTD40nMHcN16TBA2DfDCHx5hsnAPN_246pGSpietu84GQFW3zHqNRUpX_dpcHwmLBCk9I2l_UR11Ypgf09p3VmI-tio1bBiW2l0dJfZk2iN_p3TyWTk9dFJv1tUt6AgCfDtOpOsOY9IjkYWa8jd3nXaJkaKuCbsa4Ri2zt33dboBw5F7ZXek209AL4XrJnUe4PQmpZEl4tpc5a1-qx81pmH96gZfEcA54zeVh0zVIwnffgRbvNLLCofZv5FwqbbLviLzYwuO8zz2gZvH3N41ORKzsxZMVyfvTfN3m8V7TjquJTTJ6AgE3RB1H68gIJ3rxwrhSnrCzm8IeA7-VRCDEpV__yomTSptiArL6pWwadwfHQr88okrEte61fXLIPiE6VwCF-WavrIyidrtfnuBFfO02WWcb-D2PZz6d9JmQ=.01d2e66df729596af43fc8a9886b6019,"Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Two Hat,DevOps Specialist,"https://www.ziprecruiter.com/c/Two-Hat/Job/DevOps-Specialist/-in-M5B-2H1,ON?ojob=b49afc35194c76f2d694500a076346c1","M5b 2h1, ON",Full-Time,text,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Amica Senior Lifestyles,Senior Project Cost Estimator,https://www.ziprecruiter.com/eclk/389ldiSLQQK7hVkvoE8W0div7pVJ8ZC1dynwzfWWhpAZrehca5h-QbWsppiuJUHVQZK5CBaFNHIU53fVWQ22Fnua9D9nuVea0vrMhv44AOx6Qy3Xa0-IAS6gJq2DDjsxwc8194885NntU07ZH9SdmqpS3I8wYrbEhT21tUAFWVdEhUmJTjB_1Qy6GE4qS8HTvMyyCEqleDXIeDLaoy2HIBs0R-AJKRzIMqVtMzAHvh1qh9N73lwSjGNTZzGa1xvOblh9yZXL_31hgC-vlGDPtVwPMlmaUDE9kMRcK3pWGBwyVzoueuf7mVz2yAx4U4s3nPtRrPZExQ3BGm8EKOuljMXPzdXhoeuWiUPDqNuA7ESTfjHAhn_Vst4jg6yWZIsZq282n-phFtXWOo9Q1t29VMDShlF848ywBjJIHhcJCB3-DLhv7oMjfL_SrH7krVp2Xfjoj2CSgwO4M7f7qCBQLZdoi9eKJOPz0QueIUodutI=.2020574d91830949996683a83d52468e,"Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Just Sales Jobs,Account Executive - IIOT - Industry 4.0 - Edge Computing Software,"https://www.ziprecruiter.com/c/Just-Sales-Jobs/Job/Account-Executive-IIOT-Industry-4.0-Edge-Computing-Software/-in-Toronto,ON?jid=DQ5659150e4e0891aac95d72cf1e3b2c3e&job_id=72805acc901a3a9fe5bfe4bfe8809ba4","Toronto, ON",$60K to $85K Annually,text,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Nelson,Network Administrator,"https://www.ziprecruiter.com/c/Nelson/Job/Network-Administrator/-in-Scarborough,ON?jid=DQ73cf71fa490b9d68ab3b7191ad7c1a46&job_id=b2879ad3eeece9530e4184ec7c1c6d95","Scarborough, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Diverse Lynx,QA Lead with DevOps Experience,"https://www.ziprecruiter.com/c/Diverse-Lynx/Job/QA-Lead-with-DevOps-Experience/-in-Toronto,ON?jid=DQ07e9017a1076650bd39989691b95793c&job_id=415f3303ec7dabc2ca4f89af505a28a7","Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227,Kelly Services,Quality Control Specialist - Medical Device,https://www.ziprecruiter.com/eclk/m8F4pSf8BhHj8mFno56drz4YAe8kxwTUHfJhkE99cCKtWB5sFl0d1jAJz62aba6-baY1sLh3FKwOpDl-_UPiIWlVBnnvw-lXX7K5wh9ZnUB4l7voneoY-4fSs5WfPGF0yUIMNAc3099ZPCklMQ_8KAwyXsF-zhX9YOvXMIOwXIIaV3uB5D1FWXEj6KsLuqYI5i0k0DR1pL0mUq_tFIb0AYm59RSskG1SvWIRAwi6CczWA3ZYnvKt1WhSfnJiU_aOHDLu9VEF5NK2l-TnNhnqdGYTTHdkXTlAMa8YK7guv9idtMQ28cyM7wgKx2s2jYRlCCasyDj9nWhSHALJC8-Bsv6_22VEAt9vi-NcuzEs2kmVys2B5W_O3-MuNiFiQ9zf0ctt-Z5vNnFcgTgo8YEe-TH_AEwO3zwd4HqyL8ljAy1dD7lIpaHTkUxIjnURdLycwWcIuGc2vtHcAYq0MNK3wi977HK1ru2OBzkHUd9IB2mBrhrI5ORFvPG4hhVvQOLMEDhKI7TBmaNBJTJ5qM0mVw==.bc532d78dd752ea0a61c58668e667d19,"Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,MBI I.T. Services,Helpdesk Technician II,"https://www.ziprecruiter.com/c/MBI-I.T.-Services/Job/Helpdesk-Technician-II/-in-Toronto,ON?jid=DQ0b7065b292b1a551b5417a3cb37252fd&job_id=ef98149b9dd1325d31fb02d748db6bcd","Toronto, ON",$20 to $22 Hourly,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,FGF,"Network Engineer, Manufacturing",https://www.ziprecruiter.com/eclk/yQ_-V-riewAwQgAFnsfT2LSMyOcvysGN4w4lynyn5BJxi_fmGIpUH6g5YBq4vM6Z-uoG1e6v7dnspzguGz1ky0lWBOSslP__ZzdPfCCGeOmrVwQAIqjnEnfFjDUEj0t1WEZRSRcPTdU5lTaV84LKbwON0B4UdR2j6RURwY_AeRea4q7EhF9zlnbwYc6RwrXV2P0GWTttKjwGU8o_JJLjODjC-pZ1Qag4MfDQ_ZOX6x78S3STZXpZBf9ewzyF0rUUEDuXOT5Pg9gqHlFdb1DtnSDLOzabWTQ9wW7vyZhem46DjnP5-gqrirNclH47Z9PGCVtEPkUfkYUQ_Fqe0_CyIU2JshzD2IkxfllQwaiCHJ1Sc74m8uslqlKEDiFKYu1Hg2iHBtWAlVe6zsJRoB3JdsUVVirmpWBfXgxaW0AHJMsnAINCAPV7NoEo2OfWreskLgfHsM4ettLAsUE1A7uuiOO5P0_64FN1Yoc3oqh_2bY=.24c823e428f64cd2bc3ecaafa902eee0,"Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Fiix Software,Integration Specialist,"https://www.ziprecruiter.com/c/Fiix-Software/Job/Integration-Specialist/-in-Toronto,ON?jid=DQe5acd6adfd6f09b90b2dc88dcf001256&job_id=445ccd26dc1ca23f4563e482277ff786","Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,ProVision Staffing,Team Manager (Systems & Storage),"https://www.ziprecruiter.com/c/ProVision-Staffing/Job/Team-Manager-(Systems-&-Storage)/-in-Toronto,ON?jid=DQfcdfa05ae2762ef612615dc4ff4d90d5&job_id=a8931d4cc5a351378ba71e7276172559","Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
232,Broadbase Human Resources,Software Product Manager,"https://www.ziprecruiter.com/c/Broadbase-Human-Resources/Job/Software-Product-Manager/-in-Toronto,ON?jid=DQa67583b92d1234f09d1557e278117131&job_id=b9d825d7c6e5cb32c01187abb48ad01b","Toronto, ON",Full-Time,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,EnGenius Technologies Canada,Business Development Manager (Canada),"https://www.ziprecruiter.com/c/EnGenius-Technologies-Canada/Job/Business-Development-Manager-(Canada)/-in-Toronto,ON?jid=DQb12eb92ee80c5a09a9d4393c20df7023&job_id=672ae5950c4cf990426e1587fed5fd81","Toronto, ON",Vision,text,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
